ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
21548	≥Ï∏≤≈ı±∏+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	20000	590000	21549	351	15	LEVEL	80	LEVEL	0	APPLY_DODGE	10	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	38	0	0	0
21549	≥Ï∏≤≈ı±∏+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	20000	890000	0	0	15	LEVEL	80	LEVEL	0	APPLY_DODGE	12	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	43	0	0	0
21550	√µºˆ≈ı±∏+0	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	21551	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21551	√µºˆ≈ı±∏+1	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	21552	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21552	√µºˆ≈ı±∏+2	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	21553	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21553	√µºˆ≈ı±∏+3	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	21554	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21554	√µºˆ≈ı±∏+4	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	NONE	WEAR_HEAD	NONE	0	0	21555	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21555	√µºˆ≈ı±∏+5	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	0	0	21556	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21556	√µºˆ≈ı±∏+6	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	0	0	21557	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21557	√µºˆ≈ı±∏+7	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	0	0	21558	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21558	√µºˆ≈ı±∏+8	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	0	0	21559	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21559	√µºˆ≈ı±∏+9	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	NONE	WEAR_HEAD	NONE	0	0	0	0	0	LEVEL	0	LEVEL	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
21992	≥˙»≠∞©+0(º±π∞øÎ)	ITEM_ARMOR	ARMOR_BODY	2	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP	NONE	WEAR_BODY	NONE	0	0	0	0	15	LEVEL	42	LIMIT_NONE	0	APPLY_MOV_SPEED	-8	APPLY_NONE	0	APPLY_NONE	0	0	55	0	3	0	0	0	2	0
21993	πÈ∞Ò≈ı±∏+0(º±π∞øÎ)	ITEM_ARMOR	ARMOR_HEAD	1	ANTI_MUSA | ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG | ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP	NONE	WEAR_HEAD	NONE	0	0	0	0	15	LEVEL	41	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	13	0	0	0	0	0	0	0
22000	±Õ»Ø∫Œ	ITEM_USE	USE_TALISMAN	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | QUEST_GIVE	NONE	NONE	200	200	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
22001	±Õ»Ø∫Œ	ITEM_USE	USE_TALISMAN	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | QUEST_GIVE	NONE	NONE	200	200	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
22010	±Õ»Ø±‚æÔ∫Œ	ITEM_USE	USE_TALISMAN	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | QUEST_GIVE	NONE	NONE	600	600	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
22011	±Õ»Ø±‚æÔ∫Œ	ITEM_USE	USE_TALISMAN	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE | QUEST_GIVE	NONE	NONE	600	600	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
22020	¿ßƒ°±‚æÔ∫Œ	ITEM_USE	USE_TALISMAN	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_STACKABLE	NONE	NONE	300	300	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
22030	¿Ãµø∫Œ	ITEM_USE	USE_TALISMAN	1	NONE	ITEM_STACKABLE	NONE	NONE	300	300	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	2	0	0	0	0	0	0	0	0
22040	ª˝∏Ì∫Œ	ITEM_USE	USE_TALISMAN	1	NONE	ITEM_STACKABLE	NONE	NONE	100	100	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
22050	»Øª˝∫Œ	ITEM_USE	USE_TALISMAN	1	NONE	ITEM_STACKABLE	NONE	NONE	100	100	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	4	0	0	0	0	0	0	0	0
25040	√‡∫π¿« º≠	ITEM_USE	USE_TUNING	1	NONE	NONE	NONE	NONE	5000	5000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
25041	«ˆ√∂	ITEM_USE	USE_TUNING	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	5000	5000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
25100	»Ìøµº≠	ITEM_USE	USE_DETACHMENT	1	NONE	NONE	NONE	NONE	10000	10000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	3	0	0	0	0	0	0	0	0
27001	ª°∞£π∞æ‡(º“)	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	32	30	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300	0	0	0	0	0	0	0	0
27002	ª°∞£π∞æ‡(¡ﬂ)	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	96	90	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	800	0	0	0	0	0	0	0	0
27003	ª°∞£π∞æ‡(¥Î)	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	160	150	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1200	0	0	0	0	0	0	0	0
27004	∆ƒ∂ıπ∞æ‡(º“)	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	96	120	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	100	0	0	0	0	0	0	0
27005	∆ƒ∂ıπ∞æ‡(¡ﬂ)	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	288	360	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	250	0	0	0	0	0	0	0
27006	∆ƒ∂ıπ∞æ‡(¥Î)	ITEM_USE	USE_POTION	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	480	700	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	400	0	0	0	0	0	0	0
27051	¿‘πÆ¿⁄øÎ ª°∞£π∞æ‡(º“)	ITEM_USE	USE_POTION	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300	0	0	0	0	0	0	0	0
27052	¿‘πÆ¿⁄øÎ ∆ƒ∂ıπ∞æ‡(º“)	ITEM_USE	USE_POTION	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	100	0	0	0	0	0	0	0
27053	¿‘πÆ¿⁄øÎ ≥Ïªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	10	0	0	0	0	0	0
27054	¿‘πÆ¿⁄øÎ ∫∏∂Ûªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	10	0	0	0	0	0	0
27100	≥Ïªˆπ∞æ‡ (º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	10	0	0	0	0	0	0
27101	≥Ïªˆπ∞æ‡ (¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	20	0	0	0	0	0	0
27102	≥Ïªˆπ∞æ‡ (¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	30	0	0	0	0	0	0
27103	∫∏∂Ûªˆπ∞æ‡ (º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	10	0	0	0	0	0	0
27104	∫∏∂Ûªˆπ∞æ‡ (¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	20	0	0	0	0	0	0
27105	∫∏∂Ûªˆπ∞æ‡ (¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	40	0	0	0	0	0	0
27110	≥Ïªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	10	0	0	0	0	0	0
27111	≥Ïªˆπ∞æ‡(¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	20	0	0	0	0	0	0
27112	≥Ïªˆπ∞æ‡(¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	30	0	0	0	0	0	0
27113	∫∏∂Ûªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	10	0	0	0	0	0	0
27114	∫∏∂Ûªˆπ∞æ‡(¡ﬂ)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	20	0	0	0	0	0	0
27115	∫∏∂Ûªˆπ∞æ‡(¥Î)	ITEM_USE	USE_ABILITY_UP	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	3000	3000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	8	600	30	0	0	0	0	0	0
27116	∫–»´ªˆπ∞æ‡(º“)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	24	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27117	∫–»´ªˆπ∞æ‡(¡ﬂ)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	24	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27118	∫–»´ªˆπ∞æ‡(¥Î)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	32	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27119	«œ¥√ªˆπ∞æ‡(º“)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	36	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27120	«œ¥√ªˆπ∞æ‡(¡ﬂ)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	40	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27121	«œ¥√ªˆπ∞æ‡(¥Î)	ITEM_NONE	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	50	0	0	0	LEVEL	44	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27122	ª°∞£π∞æ‡(º“)	ITEM_USE	USE_POTION	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	32	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	300	0	0	0	0	0	0	0	0
27123	≥Ïªˆπ∞æ‡(º“)	ITEM_USE	USE_ABILITY_UP	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	1000	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	7	600	10	0	0	0	0	0	0
27124	∫ÿ¥Î	ITEM_USE	USE_CLEAR	1	NONE	ITEM_STACKABLE	NONE	NONE	1000	1000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27400	≥¨Ω√¥Î+1	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	5000	5000	27410	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	10	5	10	100	27400	0	0	0	0
27410	≥¨Ω√¥Î+2	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	10000	10000	27420	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20	10	20	88	27400	0	0	0	0
27420	≥¨Ω√¥Î+3	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	15000	15000	27430	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	30	20	40	77	27410	0	0	0	0
27430	≥¨Ω√¥Î+4	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	20000	20000	27440	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	40	40	80	66	27420	0	0	0	0
27440	≥¨Ω√¥Î+5	ITEM_ROD	0	3	NONE	ITEM_SLOW_QUERY	WEAR_WEAPON	NONE	25000	25000	27450	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	50	60	120	55	27430	0	0	0	0
27450	≥¨Ω√¥Î+6	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	30000	30000	27460	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	60	70	140	44	27440	0	0	0	0
27460	≥¨Ω√¥Î+7	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	35000	35000	27470	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	70	80	160	33	27450	0	0	0	0
27470	≥¨Ω√¥Î+8	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	40000	40000	27480	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	80	90	180	33	27460	0	0	0	0
27480	≥¨Ω√¥Î+9	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	45000	45000	27490	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	90	100	200	33	27470	0	0	0	0
27490	≥¨Ω√¥Î+10	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	50000	50000	27500	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	100	110	220	33	27480	0	0	0	0
27500	≥¨Ω√¥Î+11	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	55000	55000	27510	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	110	120	240	33	27490	0	0	0	0
27510	≥¨Ω√¥Î+12	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	60000	60000	27520	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	120	130	260	33	27500	0	0	0	0
27520	≥¨Ω√¥Î+13	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	65000	65000	27530	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	130	140	280	33	27510	0	0	0	0
27530	≥¨Ω√¥Î+14	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	70000	70000	27540	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	140	150	300	33	27520	0	0	0	0
27540	≥¨Ω√¥Î+15	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	75000	75000	27550	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	150	160	320	33	27530	0	0	0	0
27550	≥¨Ω√¥Î+16	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	80000	80000	27560	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	160	170	340	33	27540	0	0	0	0
27560	≥¨Ω√¥Î+17	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	85000	85000	27570	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	170	180	360	33	27550	0	0	0	0
27570	≥¨Ω√¥Î+18	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	90000	90000	27580	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	190	380	33	27560	0	0	0	0
27580	≥¨Ω√¥Î+19	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	95000	95000	27590	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	190	200	400	33	27570	0	0	0	0
27590	≥¨Ω√¥Î+20	ITEM_ROD	0	3	NONE	NONE	WEAR_WEAPON	NONE	100000	100000	0	0	0	LEVEL	30	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	200	210	420	33	27580	0	0	0	0
27600	∏¥⁄∫“	ITEM_CAMPFIRE	0	1	NONE	NONE	NONE	NONE	20000	20000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27610	æÓΩ…»Ø	ITEM_USE	USE_SPECIAL	1	NONE	NONE	NONE	NONE	2000	2000	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
27620	ø˘∞£æÓΩ…	ITEM_NONE	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
