VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE	
7050	M2SF	S_PAWN	MONSTER	MELEE	35		AGGR,NOMOVE	0	DESERT		0	evil_eye	0	35	23	42	12	59	110	1389	5	7	11700	17550	2368	41	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7051	M2SF	S_PAWN	MONSTER	MELEE	31		AGGR	0	DESERT		0	giant_scorpion	0	37	25	49	12	55	101	1571	10	9	39600	59400	3500	37	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7052	M2SF	KNIGHT	MONSTER	MELEE	33		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	37	49	25	12	73	89	1733	10	9	42000	63000	3724	39	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7053	M2SF	S_PAWN	MONSTER	RANGE	35		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	38	25	50	13	59	110	1852	10	9	44400	66600	3948	41	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7054	M2SF	KNIGHT	MONSTER	MELEE	36		AGGR	0	DESERT	POISON	0	snakeman_sword	0	38	50	25	13	78	95	3010	5	9	45600	68400	8120	42	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7055	M2SF	KNIGHT	MONSTER	RANGE	38		AGGR	0	DESERT	POISON	0	snakeman_bow	0	26	39	51	13	63	117	3249	5	9	48000	72000	8568	44	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7056	M2SF	S_KNIGHT	MONSTER	MELEE	40		AGGR	0	DESERT		0	outlaw	0	51	26	39	13	66	122	3500	5	9	50400	75600	9016	46	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	10	20	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7057	M2SF	S_PAWN	MONSTER	MELEE	52		AGGR,NOMOVE	0	DESERT		0	evil_eye	0	67	50	34	17	106	130	1906	7	2	12600	18975	2090	59	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7058	M2SF	S_PAWN	MONSTER	MELEE	53		AGGR	0	DESERT		0	giant_scorpion	0	68	50	34	17	107	144	2360	7	2	20475	30750	2556	60	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7059	M2SF	KNIGHT	MONSTER	MELEE	54		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	69	52	35	17	109	134	2433	7	2	20850	31275	2604	62	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7060	M2SF	S_PAWN	MONSTER	RANGE	54		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	69	52	35	17	110	146	3244	12	7	28650	42975	4340	62	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7061	M2SF	KNIGHT	MONSTER	MELEE	55		AGGR	0	DESERT	POISON	0	snakeman_sword	0	71	53	35	18	112	161	2508	7	2	21225	31800	2652	63	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7062	M2SF	KNIGHT	MONSTER	RANGE	56		AGGR	0	DESERT	POISON	0	snakeman_bow	0	72	54	36	18	113	138	5382	7	7	36150	54225	9000	64	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7063	M2SF	S_KNIGHT	MONSTER	MELEE	57		AGGR	0	DESERT		0	outlaw	0	73	55	37	18	115	140	5542	7	7	36750	55125	9160	65	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	10	20	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7064	M2SF	S_PAWN	MONSTER	MELEE	81		AGGR,NOMOVE	0	DESERT		0	evil_eye	0	78	104	52	20	173	320	5523	7	5	39150	58725	5378	70	110	100	100	2000	150	0	0	0	0	0	3	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7065	M2SF	S_PAWN	MONSTER	MELEE	81		AGGR	0	DESERT		0	giant_scorpion	0	79	105	52	20	225	275	5676	7	5	39675	59700	5464	71	110	80	100	2000	150	0	0	0	0	0	0	0	5	15	15	15	15	15	50	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7066	M2SF	KNIGHT	MONSTER	MELEE	82		AGGR	0	DESERT	POISON	0	scorpionman_sword	0	79	105	53	20	176	329	5834	7	5	44025	66000	5552	72	120	120	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	50	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7067	M2SF	S_PAWN	MONSTER	RANGE	83		AGGR	0	DESERT	POISON	0	scorpionman_bow	0	81	107	53	20	176	329	7778	12	10	65625	98550	9252	72	70	70	100	2000	850	0	0	0	0	5	0	5	5	15	15	15	15	15	5	10	20	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7068	M2SF	KNIGHT	MONSTER	MELEE	83		AGGR	0	DESERT	POISON	0	snakeman_sword	0	108	53	81	21	230	283	7993	12	10	66675	100050	9396	73	120	110	100	2000	150	0	0	0	0	5	0	0	5	15	15	15	15	15	10	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7069	M2SF	KNIGHT	MONSTER	RANGE	84		AGGR	0	DESERT	POISON	0	snakeman_bow	0	109	82	55	21	182	338	8207	7	5	67650	101400	9540	75	70	110	100	2000	850	0	0	0	0	5	0	0	5	15	15	15	15	15	5	10	20	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7070	M2SF	S_KNIGHT	MONSTER	MELEE	85		AGGR	0	DESERT		0	outlaw	0	129	126	55	21	182	338	12823	7	10	86100	129225	19080	75	110	120	100	2000	150	0	0	0	0	0	0	5	5	15	15	15	15	15	0	10	20	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7071	M2SF	S_PAWN	MONSTER	MELEE	33		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	37	49	25	12	73	89	1733	10	9	42000	63000	3724	39	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072	M2SF	S_PAWN	MONSTER	MAGIC	35		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	38	25	50	13	59	110	1852	10	9	44400	66600	3948	41	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7073	M2SF	KNIGHT	MONSTER	MELEE	36		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	38	50	25	13	78	95	3010	5	9	45600	68400	8120	42	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7074	M2SF	KNIGHT	MONSTER	POWER	38		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	26	39	51	13	63	117	3249	5	9	48000	72000	8568	44	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	
7075	M2SF	S_KNIGHT	MONSTER	POWER	40		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	51	26	39	13	66	122	3500	5	9	50400	75600	9016	46	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	90	0	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	
7076	M2SF	S_PAWN	MONSTER	MELEE	54		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	69	52	35	17	109	134	2433	7	2	20850	31275	2604	62	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7077	M2SF	S_PAWN	MONSTER	MAGIC	54		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	69	52	35	17	110	146	3244	12	7	28650	42975	4340	62	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7078	M2SF	KNIGHT	MONSTER	MELEE	55		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	71	53	35	18	112	161	2508	7	2	21225	31800	2652	63	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7079	M2SF	KNIGHT	MONSTER	POWER	56		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	72	54	36	18	113	138	5382	7	7	36150	54225	9000	64	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	
7080	M2SF	S_KNIGHT	MONSTER	POWER	57		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	73	55	37	18	115	140	5542	7	7	36750	55125	9160	65	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	90	0	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	
7081	M2SF	S_PAWN	MONSTER	MELEE	82		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger	0	79	105	53	20	176	329	5834	7	5	44025	66000	5552	72	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	50	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7082	M2SF	S_PAWN	MONSTER	MAGIC	83		AGGR,NOMOVE	0	FIRE,ATT_FIRE		0	fire_ghost	0	81	107	53	20	176	329	7778	12	10	65625	98550	9252	72	110	130	100	2000	850	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	1.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7083	M2SF	KNIGHT	MONSTER	MELEE	83		AGGR	0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	108	53	81	21	230	283	7993	12	10	66675	100050	9396	73	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	10	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7084	M2SF	KNIGHT	MONSTER	POWER	84		AGGR	0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	109	82	55	21	182	338	8207	7	5	67650	101400	9540	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	5	90	0	0	0	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	
7085	M2SF	S_KNIGHT	MONSTER	POWER	85		AGGR	0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	129	126	55	21	182	338	12823	7	10	86100	129225	19080	75	110	130	100	2000	150	0	0	0	0	0	0	15	20	15	15	15	15	15	0	90	0	0	0	0	2.5	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	
7086	M2SF	PAWN	MONSTER	MELEE	35			0	ATT_EARTH		0	ent_guru	0	38	25	50	13	59	110	1852	10	9	44400	66600	3948	41	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7087	M2SF	S_PAWN	MONSTER	RANGE	36			0	ATT_EARTH		0	ent_hu	0	38	50	25	13	78	95	3010	5	9	45600	68400	8120	42	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7088	M2SF	S_PAWN	MONSTER	MELEE	38			0	ATT_EARTH		0	ent_red	0	26	39	51	13	63	117	3249	5	9	48000	72000	8568	44	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7089	M2SF	KNIGHT	MONSTER	MELEE	40		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	51	26	39	13	66	122	3500	5	9	50400	75600	9016	46	125	100	100	2000	150	0	0	0	0	3	0	5	10	10	0	10	15	15	0	0	0	20	0	0	1.6	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7090	M2SF	PAWN	MONSTER	MELEE	54			0	ATT_EARTH		0	ent_guru	0	69	52	35	17	110	146	3244	12	7	28650	42975	4340	62	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7091	M2SF	S_PAWN	MONSTER	RANGE	55			0	ATT_EARTH		0	ent_hu	0	71	53	35	18	112	161	2508	7	2	21225	31800	2652	63	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7092	M2SF	S_PAWN	MONSTER	MELEE	56			0	ATT_EARTH		0	ent_red	0	72	54	36	18	113	138	5382	7	7	36150	54225	9000	64	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7093	M2SF	KNIGHT	MONSTER	MELEE	57		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	73	55	37	18	115	140	5542	7	7	36750	55125	9160	65	125	100	100	2000	150	0	0	0	0	3	0	5	10	10	0	10	15	15	0	0	0	20	0	0	1.6	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7094	M2SF	PAWN	MONSTER	MELEE	83			0	ATT_EARTH		0	ent_guru	0	81	107	53	20	176	329	7778	12	10	65625	98550	9252	72	130	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	1.12	0	5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7095	M2SF	S_PAWN	MONSTER	RANGE	83			0	ATT_EARTH		0	ent_hu	0	108	53	81	21	230	283	7993	12	10	66675	100050	9396	73	110	100	100	2000	650	0	0	0	0	10	0	0	0	10	10	5	-10	-10	10	0	0	10	0	0	1.44	0	10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7096	M2SF	S_PAWN	MONSTER	MELEE	84			0	ATT_EARTH		0	ent_red	0	109	82	55	21	182	338	8207	7	5	67650	101400	9540	75	125	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	1.44	0	15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8001	M2SF	KING	STONE	SPECIAL	5		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	6	0	0	0	14550	5	1	5700	8550	2	8	104	109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8002	M2SF	KING	STONE	SPECIAL	10		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	12	0	0	0	23250	5	1	10200	15300	6	14	110	114	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8003	M2SF	KING	STONE	SPECIAL	15		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	18	0	0	0	34050	5	1	14700	22050	10	19	115	121	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8004	M2SF	KING	STONE	SPECIAL	20		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	24	0	0	0	47400	5	1	19200	28800	16	25	122	126	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8005	M2SF	KING	STONE	SPECIAL	25		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	30	0	0	0	63450	5	1	23700	35550	24	30	305	310	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8006	M2SF	KING	STONE	SPECIAL	30		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	36	0	0	0	80250	5	1	28200	42300	30	35	401	411	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8007	M2SF	KING	STONE	SPECIAL	35		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	42	0	0	0	98700	5	1	32700	49050	36	41	501	507	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8008	M2SF	KING	STONE	SPECIAL	40		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	48	0	0	0	119700	5	1	37200	55800	42	46	601	614	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8009	M2SF	KING	STONE	SPECIAL	45		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	54	0	0	0	142350	5	1	41700	62550	48	52	1301	1310	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8010	M2SF	KING	STONE	SPECIAL	50		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	60	0	0	0	167850	5	1	46200	69300	54	57	901	913	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8011	M2SF	KING	STONE	SPECIAL	55		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	195900	5	1	50700	76050	60	63	714	726	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8012	M2SF	KING	STONE	SPECIAL	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	226650	5	1	55200	82800	66	68	2101	2109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8013	M2SF	KING	STONE	SPECIAL	65		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	260250	5	1	59700	89550	72	73	1101	1113	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8014	M2SF	KING	STONE	SPECIAL	70		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	296550	5	1	64200	96300	78	79	2201	2207	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8015	M2SF	KING	STONE	SPECIAL	50		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	60	0	0	0	167850	5	1	46200	69300	54	57	901	913	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8016	M2SF	KING	STONE	SPECIAL	55		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	195900	5	1	50700	76050	60	63	714	726	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8017	M2SF	KING	STONE	SPECIAL	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	226650	5	1	55200	82800	66	68	2101	2109	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8018	M2SF	KING	STONE	SPECIAL	65		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	260250	5	1	59700	89550	72	73	1101	1113	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8019	M2SF	KING	STONE	SPECIAL	70		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	296550	5	1	64200	96300	78	79	2201	2207	0	2000	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8020	M2SF	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	72450	105300	78	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8021	M2SF	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	72450	105300	78	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8022	M2SF	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	72450	105300	78	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8023	M2SF	KING	STONE	SPECIAL	1		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	50	0	0	0	2965500	5	1	72450	105300	78	79	101	101	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0							0	0	0	0	0	
8024	M2SF	KING	STONE	SPECIAL	75		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	66	0	0	0	469000	5	1	73200	109800	84	63	2301	2309	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
8025	M2SF	KING	STONE	SPECIAL	80		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	72	0	0	0	584000	5	1	77700	116550	90	68	2308	2313	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
8026	M2SF	KING	STONE	SPECIAL	85		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	78	0	0	0	727000	5	1	82200	123300	96	73	2320	2326	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
8027	M2SF	KING	STONE	SPECIAL	90		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	91	0	0	0	905000	5	1	89700	130800	102	79	2327	2333	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
8031	M2SF	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	75000	150000	100	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
8032	M2SF	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	75000	150000	100	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
8033	M2SF	KING	STONE	MELEE	60		NOMOVE	0		STUN,SLOW,CURSE,TERROR	0		0	0	0	70	0	0	0	250000	5	2	75000	150000	100	80	0	0	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	16764879	0	0	0	0	0							0	0	0	0	0	
